가격,차량정보,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,옵션
28000000,149호3099,20년07월(21년형),"80,000km",디젤,오토,정보없음,SUV,"2,151cc",진주색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '내비게이션', '스마트폰미러링', '블루투스']"
42000000,140호1224,19년12월(19년형),"80,000km",가솔린,오토,정보없음,대형,"3,778cc",검정색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '고스트 도어 클로징', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '메모리시트(동승석)', '열선시트(뒷좌석)', '워크인시트', '전동햇빛가리개', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', '스마트폰미러링', '블루투스']"
12500000,149호3042,20년07월(20년형),"68,078km",가솔린,CVT,정보없음,SUV,"1,598cc",회색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['알루미늄휠', '파워핸들', '핸들 리모컨', '패들시프트', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', 'ABS', '타이어 공기압감지', '자동긴급제동(AEB)', '파워윈도우', '자동도어잠금', '오토라이트', '전자식파킹브레이크', '크루즈컨트롤', '무선도어 잠금장치', '레인센서와이퍼', '블루투스']"
18000000,42호6659,19년05월(19년형),"64,000km",가솔린,오토,정보없음,SUV,"3,604cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '열선시트(뒷좌석)', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'TCS', '차체자세제어장치', '도난경보기', '타이어 공기압감지', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '내비게이션', 'AUX', 'USB', '블루투스']"
32000000,156호2083,21년06월(21년형),"72,795km",디젤,오토,정보없음,SUV,"2,959cc",검정색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['썬루프', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '어댑티드헤드램프', '열선시트', '통풍시트', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '레인센서와이퍼', '무선충전', '내비게이션', 'USB', '핸즈프리', '블루투스']"
16300000,32호1156,19년05월(19년형),"39,835km",가솔린,오토,정보없음,SUV,"1,591cc",빨강색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '열선시트', '파워핸들', '핸들 리모컨', '가죽시트', '조수석전동시트', '슈퍼비전계기판', '패들시프트', '하이패스', '메모리시트(동승석)', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '조수석에어백', '후방카메라', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '도난경보기', '타이어 공기압감지', '전방카메라', '스마트키', '파워윈도우', '자동도어잠금', '오토라이트', '자동주차시스템', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '내비게이션', 'AUX', 'USB', '핸즈프리', '스마트폰미러링', '블루투스']"
42500000,371마4923,21년02월(21년형),"39,000km",디젤,오토,정보없음,SUV,"39,000cc",검정색,없음,없음,없음,사고있음,없음,없음,없음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '하이패스', '열선시트(뒷좌석)', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', '스마트폰미러링', '블루투스']"
15500000,195하5692,24년02월(24년형),"4,200km",가솔린,오토,정보없음,경차,998cc,회색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '하이패스', '열선시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차선이탈경보장치', '타이어 공기압감지', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', 'ECM룸밀러', '크루즈컨트롤', '무선도어 잠금장치', '내비게이션', 'USB', '핸즈프리']"
23800000,27하9431,19년05월(19년형),"56,000km",가솔린,오토,정보없음,대형,"2,999cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '하이패스', '열선시트(뒷좌석)', '워크인시트', '전동햇빛가리개', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '레인센서와이퍼', '무선충전', '내비게이션', 'AUX', 'USB', '스마트폰미러링', '블루투스']"
24700000,140호6192,20년05월(21년형),"34,517km",디젤,오토,정보없음,SUV,"2,151cc",검정색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '블랙박스', 'ABS', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '파워윈도우', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', 'USB', '핸즈프리', '블루투스']"
23800000,140하5574,20년05월(20년형),"87,365km",디젤,오토,정보없음,RV,"2,199cc",진주색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '자동슬라이딩도어', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '하이패스', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '스탑앤고', 'MP3', 'AUX', 'USB', '핸즈프리', 'iPod 단자', '블루투스']"
21800000,149호3475,20년07월(21년형),"29,800km",디젤,오토,정보없음,SUV,"1,598cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '하이패스', '열선시트(뒷좌석)', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '내비게이션', 'USB', '핸즈프리']"
44500000,140호6801,20년06월(21년형),"90,100km",가솔린,오토,정보없음,대형,"3,470cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '내비게이션', 'USB', '핸즈프리', '블루투스']"
