최초등록,주행거리,연료,배기량,외관컬러,내장컬러,차종,승차인원,구동방식,차량번호,연식,변속기,가격,option
2020.03.09,"47,073km",가솔린,"1,598cc",타이푼 실버 메탈릭,블랙,승용,5인승,2WD,373오8664,2020년,CVT,"14,900,000","열선 스티어링 휠, 열선 시트 (1열), 차선 이탈 경보"
2021.01.10,"31,002km",가솔린,"1,598cc",팬텀 블랙 펄,블랙모노톤,승용,5인승,2WD,390노7530,2021년,CVT,"18,000,000","내비게이션, 하이패스, 후방 모니터, 차선 이탈 경보"
2022.05.16,"8,264km",가솔린,"1,998cc",팬텀 블랙 펄,블랙모노톤,승용,5인승,2WD,323모7167,2022년,오토,"28,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 가죽 시트, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고"
2020.06.11,"41,490km",가솔린,"1,598cc",폴라 화이트,블랙모노톤,승용,5인승,2WD,170오4775,2020년,CVT,"17,600,000","내비게이션, 하이패스, 후방 모니터, 차선 이탈 경보"
2020.10.12,"25,693km",가솔린,"1,598cc",폴라 화이트,블랙모노톤,승용,5인승,2WD,232루5139,2020년,CVT,"16,500,000","하이패스, 열선 스티어링 휠, 열선 시트 (1열), 차선 이탈 경보"
2021.05.27,"73,479km",가솔린,"1,598cc",폴라 화이트,블랙모노톤,승용,5인승,2WD,232루5176,2021년,CVT,"14,500,000","열선 스티어링 휠, 열선 시트 (1열), 후방 모니터, 차선 이탈 경보"
2020.07.20,"48,986km",가솔린,"1,598cc",폴라 화이트,블랙모노톤,승용,5인승,2WD,104마4149,2020년,CVT,"17,200,000","내비게이션, 하이패스, 후방 모니터, 차선 이탈 경보"
2020.12.28,"57,773km",가솔린,"1,598cc",팬텀 블랙 펄,블랙모노톤,승용,5인승,2WD,236거9730,2020년,CVT,"17,100,000","하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍 시트 (운전석), 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤"
2020.06.14,"41,003km",가솔린,"1,598cc",폴라 화이트,블랙모노톤,승용,5인승,2WD,258루8166,2020년,CVT,"15,800,000","열선 스티어링 휠, 열선 시트 (1열), 차선 이탈 경보"
2021.06.09,"56,647km",가솔린,"1,598cc",폴라 화이트,모던그레이,승용,5인승,2WD,183무1456,2021년,CVT,"18,900,000","내비게이션, 열선 스티어링 휠, 열선 시트 (1열), 통풍 시트 (운전석), 선루프, 후방 모니터, 차선 이탈 경보"
2020.07.20,"35,374km",가솔린,"1,598cc",폴라 화이트,블랙모노톤,승용,5인승,2WD,213거7343,2020년,CVT,"17,300,000","내비게이션, 하이패스, 후방 모니터, 차선 이탈 경보"
2020.06.15,"88,533km",가솔린,"1,598cc",폴라 화이트,블랙모노톤,승용,5인승,2WD,217머5752,2020년,CVT,"12,300,000",차선 이탈 경보
